TSNE1,TSNE2,n_cores
0.616076,23.265747,6
-38.42591,4.663858,8
-0.7348521,-30.068787,8
-45.239788,5.167698,4
-36.962784,28.17189,2
-24.154358,4.417515,4
-36.03784,20.328625,8
1.7592593,-29.312172,7
37.857185,31.220978,2
5.9747133,-22.125881,5
9.501781,9.577686,4
-28.945545,-12.400126,4
5.9154243,8.050931,1
28.83265,6.172094,2
-15.45214,-0.72295207,8
-52.793804,3.6858819,2
-52.445774,4.750288,4
-21.000639,-24.962156,4
-31.745401,-20.442812,1
30.982765,-11.020954,7
-31.531252,14.6602545,2
41.338577,29.030323,8
28.10866,-19.30553,7
8.552308,8.701186,3
-17.441462,27.58427,5
-39.19473,-23.629982,1
30.382713,26.932688,5
-21.75291,-5.6663475,4
-51.303867,1.353019,4
26.110527,-15.698779,4
5.8535433,-11.696973,1
33.78715,17.50816,3
12.100207,-18.97741,7
23.298143,-20.79338,2
11.811227,14.835217,5
20.001497,-13.449786,3
-17.301928,22.829168,8
-7.4009957,18.427364,7
17.41489,-32.042988,5
-31.049671,-9.948861,2
25.719154,-0.2531757,6
49.910763,13.609273,6
-3.9221866,2.8239946,5
-50.56019,-17.70033,7
-50.267143,-17.076305,5
33.526897,-23.62688,5
-47.69099,5.8025374,8
-43.458225,1.7849445,5
4.612833,-29.700998,7
-9.492619,-18.15186,4
43.972694,7.1388826,6
-15.191258,19.914604,7
-16.72913,1.8773571,3
14.984885,-13.462361,6
32.973866,5.792695,7
-14.956825,-0.44610435,3
-28.805288,11.594968,1
-25.590803,-19.854078,7
-34.590973,18.530565,8
55.347622,-5.7628393,6
1.9997687,-28.535437,8
50.231915,2.919196,7
-47.44244,0.43984362,8
15.630973,-4.3082676,5
20.950771,-36.58077,6
-15.59886,5.233263,8
-6.2852325,13.283661,3
-8.546164,-18.19802,2
26.028458,-31.885191,1
7.758127,-22.29759,6
23.791815,-31.06685,2
10.343123,-9.586097,6
-29.792215,-3.727178,2
50.792786,2.392966,8
19.966625,-31.845865,1
32.148438,9.483311,4
31.546257,10.090368,8
30.868404,-8.404639,4
-13.987735,11.909733,7
25.789238,-18.900032,7
43.848377,-0.7959298,7
-6.6658783,-16.665993,2
-7.9008546,-6.316831,2
23.773228,25.254007,4
-18.101696,31.982254,1
-4.01778,17.465773,7
38.77936,-11.816313,4
-6.9325857,14.8806715,5
-14.641834,22.749035,2
-8.7689495,15.334505,1
-22.252872,-6.9067745,8
-40.04173,17.299496,8
-22.346178,31.21235,6
35.52782,20.894316,1
20.48213,-14.180184,7
32.193962,-20.90168,6
12.383341,-10.025749,5
-45.035885,-21.921856,4
-39.08262,11.963592,4
-7.4450893,-29.335234,2
19.88717,-10.998567,5
29.151615,16.856161,7
-7.510911,15.116653,4
51.51778,-6.7506895,4
38.67535,-12.718081,3
-35.92451,0.9231679,7
4.928052,-15.358892,5
25.679632,-13.1126375,7
-43.86785,0.3691594,1
-11.32607,-28.439552,4
-6.125718,15.724134,6
-39.213963,-11.700016,6
-7.7409625,-24.543276,3
16.002802,-14.455119,6
-23.247805,-22.28552,5
-47.00209,-6.0292034,2
-29.302662,29.172598,5
33.064133,9.788024,1
-28.253979,2.3274837,3
33.942947,5.6251264,4
7.824957,22.182867,6
-11.702399,-5.3508677,1
11.72879,14.936377,1
-36.41131,14.564776,4
-3.6772768,11.913529,7
20.469975,29.035353,4
13.997514,-17.845304,2
-14.1105,-3.6106973,5
-23.9147,28.122742,1
31.932144,12.545082,1
38.680573,-11.514141,3
40.972797,7.6601562,5
-18.062288,-1.014092,5
41.738697,25.698494,2
33.395416,19.314137,6
44.906773,-10.322868,5
40.51617,30.968096,8
-15.963896,-27.001377,6
-23.761963,30.885305,5
-54.753708,-1.8693701,2
26.427967,24.524403,5
10.765034,-27.755741,6
49.51929,-1.1778276,6
18.208815,-3.9793537,7
-22.403572,32.538612,7
-24.483099,-23.765894,7
-46.440243,-16.344719,4
2.9095767,0.19591977,8
14.642051,-28.87326,6
-48.39266,-17.142424,2
-5.6842513,12.830685,2
28.000826,32.991486,8
15.773167,-25.039196,6
55.51656,0.30235863,2
-49.119846,4.9771605,3
-45.227493,-17.49707,7
-39.632565,18.536196,6
3.4158068,-23.188942,3
15.862901,29.794365,1
-28.897182,-11.066084,6
-40.53818,23.988268,2
-19.536488,4.4787855,6
-40.74002,15.832199,5
-14.979841,-8.253805,8
40.84149,24.922161,2
22.91945,4.5420394,7
13.724163,21.91122,3
49.992752,9.92453,7
-35.867023,24.208567,3
-23.692799,27.014975,1
-38.397762,11.933137,4
3.7267416,-25.728231,6
10.542881,-35.887527,7
38.97627,5.2304597,3
27.176914,16.59083,4
-6.441404,-17.324472,7
-22.643393,11.267081,1
46.311268,17.234436,6
20.246202,-3.655999,3
19.518364,-33.271683,3
-32.08957,-24.897749,3
-7.9753633,-7.7298665,1
4.8983707,-2.2274735,8
12.121677,-33.99899,3
5.695315,13.127622,6
-52.16291,3.0513813,5
-22.791487,-18.045155,4
5.7966948,18.228117,4
17.29539,-35.472088,6
31.743359,32.55195,5
30.863813,12.986979,3
12.605151,13.992152,4
-30.709919,13.030688,7
-53.659737,7.4333267,8
-28.252697,9.133182,1
-42.13984,-20.278719,4
-52.364212,-6.0755377,3
-12.237992,-25.629236,8
-31.596128,-19.457561,4
-19.550152,27.43258,3
-54.03119,6.269161,1
-0.0098795155,-24.421358,3
31.53225,6.5422835,3
36.612904,-15.322313,6
20.238312,29.489594,2
42.488777,-1.9480119,5
-53.0235,-5.125648,7
19.34507,21.013145,7
-4.837472,17.902832,6
8.796839,-13.612397,3
-41.33406,21.30893,6
24.742508,-32.16536,2
8.001604,-7.838217,7
47.563663,16.29651,6
42.956734,-11.775259,3
11.60763,-10.190693,8
26.469395,-16.814404,5
-15.872816,20.869167,3
44.05735,-9.231148,2
-16.047707,2.5747466,8
22.619366,22.775057,3
-52.67444,-7.5746136,2
22.201775,20.68174,8
16.447342,-1.5698395,6
41.267937,-5.060999,8
-26.103516,-17.850883,5
-24.366224,32.76833,3
44.11259,15.380624,7
-40.082382,-2.1665523,2
31.043413,-21.699959,4
-23.951574,1.1810615,3
-36.73004,-23.063541,6
-38.969578,3.275662,2
-44.249214,-0.71800596,7
37.65663,-13.456518,4
-27.99774,1.9771948,6
28.833782,-18.708385,6
-31.014324,1.3130759,7
29.040916,34.21737,3
29.67451,18.24903,5
-8.520618,-24.755257,8
-41.188484,23.764812,1
-20.289406,24.037943,4
38.395397,22.193274,8
-43.024693,-0.4480361,4
9.0802765,-28.465849,4
35.648636,-3.1780071,3
9.559513,13.782146,4
43.207657,-14.533082,2
39.802906,-2.6010878,1
35.107185,19.882996,7
12.627846,-24.661695,2
14.276305,15.556851,8
-27.967237,-11.973066,8
-35.324173,13.435627,5
32.14859,14.900116,6
-27.573284,1.4341432,4
-51.099827,10.707184,2
-4.2896767,15.382588,2
-37.078453,17.694344,6
12.9441,-27.510489,1
29.772081,3.613497,2
50.474316,0.9179974,1
-26.413414,-21.230074,5
-4.820629,-28.768991,2
-24.315632,0.2245862,7
-16.643225,19.292225,4
49.939537,-9.736112,2
-5.068894,-33.550148,4
30.574883,-17.245457,2
-30.337639,14.063533,7
-12.919078,-8.749245,1
46.307983,-4.04134,6
52.307808,-5.428843,5
-23.34809,-23.757626,4
-19.627232,2.4716995,6
36.74348,-15.683381,4
22.511412,21.671188,3
-49.9093,3.546048,1
-32.627583,8.58407,3
24.477903,2.303827,1
17.909313,-32.55774,2
29.735407,28.034897,2
41.890594,-19.180147,2
19.50414,21.668154,2
-4.6526165,16.178389,1
-46.566032,-19.278559,1
54.95288,1.5064662,7
40.541973,-14.1071205,2
-18.800457,-21.743004,7
-43.37429,-14.181682,8
23.315022,-14.465851,6
-6.3749156,-30.087418,8
35.180702,15.270133,7
-5.2598515,-5.8707385,7
-24.168514,1.9908786,3
37.40217,17.834623,7
40.44145,9.714407,2
2.7365925,-4.6955614,6
3.4144936,-21.542727,1
-42.253574,2.4287663,7
54.291153,-1.230475,2
-42.13002,-22.796713,7
-8.288223,25.400509,3
32.476574,12.987623,8
-30.950495,0.38237152,8
8.747958,17.120438,8
-43.686993,-22.65216,3
-45.10155,-20.977396,8
8.748213,-30.67563,8
11.735919,-8.172262,3
-36.511864,13.797991,7
12.202133,-4.6789417,4
-44.716072,-23.3215,7
5.4763575,-15.639403,4
28.03949,31.0455,8
-31.456577,30.308813,3
40.678333,-13.262475,1
15.712317,-23.398829,4
-34.85937,-9.19307,5
33.794136,-22.41236,4
-14.315749,-7.370862,7
5.013633,13.034938,5
8.647119,-35.087303,6
-27.905567,26.824993,3
34.88107,-14.083057,1
-50.11519,-8.1649,4
-29.61222,-8.812007,1
48.85562,12.144371,1
18.96516,-34.16399,3
-18.138403,-2.3565376,5
14.291276,8.840766,7
55.950783,-0.16705465,3
35.258423,31.304127,7
48.821507,-7.242982,1
45.807438,16.732157,7
6.324133,-14.778275,5
27.145582,35.629646,3
-21.560787,3.1970112,3
-27.882456,27.186356,2
17.34326,1.4534694,7
19.603487,-5.900488,4
-42.26909,-21.484077,3
52.167065,-10.892085,2
-55.232212,-6.1473107,7
6.3291693,11.397421,4
7.2989163,9.555376,3
26.770332,-20.104694,8
-26.129984,-19.69868,3
49.927208,-2.1747732,8
44.737278,-18.210075,8
5.637647,-35.18312,8
14.349916,10.112262,6
26.398354,24.54319,7
-19.54732,-23.381628,8
42.128475,0.74150985,5
37.0265,31.164562,2
-29.697311,-8.071099,4
-8.723151,11.176454,6
29.369122,-17.571022,4
-25.310637,-1.7820908,1
43.998863,8.50343,3
18.872364,1.9256778,8
-7.20136,10.11625,7
22.39945,-12.81979,4
-15.450691,5.953845,1
6.661707,-1.2156461,5
19.418455,-35.606823,7
-47.15203,-3.958027,4
23.714933,-29.27313,4
40.673855,25.999155,6
-20.683382,4.5366597,2
-37.666645,16.813759,5
14.257616,-3.6640034,7
12.049625,-32.31023,3
49.558468,-2.2154472,8
31.891893,-22.425007,5
-20.22605,8.12932,8
-19.685759,-8.03501,4
8.775543,-31.613564,1
-47.92653,-11.195277,8
-21.693584,10.110533,4
-19.100954,20.442226,5
25.24345,4.643091,3
-3.3593311,-33.65896,8
-21.146965,-24.788986,4
-6.1494484,-29.30956,5
-0.8916101,-28.140907,2
6.9928293,-22.628426,1
31.891056,5.6473904,5
-32.047813,11.177928,2
37.57926,-17.841288,7
-40.57645,-6.3343196,6
9.205618,16.45947,8
-48.49832,6.4156933,7
11.059302,28.58737,4
-32.617542,-9.358076,2
42.50677,2.6669004,3
51.65664,-9.2542925,5
40.96961,30.378214,1
20.36694,28.434235,2
6.3028197,-26.671253,2
-50.388924,-5.477657,4
19.747614,21.668968,4
16.525637,13.614391,8
50.259396,12.2591095,3
27.872772,14.969555,8
48.74626,14.031311,5
37.401527,19.17955,4
19.877272,-5.0582705,1
0.5505041,0.9203992,8
-47.885544,-17.587933,1
3.493141,12.252703,4
-32.195248,1.3171122,1
7.523549,9.947793,4
13.784663,14.221151,4
-49.609272,-7.5931416,1
-42.466904,3.815511,1
-5.9697623,-17.600529,3
16.528185,-14.764222,1
36.15068,30.692451,1
7.122886,-33.28819,8
28.91914,-17.874516,1
-47.95627,-20.778488,5
30.117422,-10.955464,8
37.189903,15.331272,6
55.088158,-7.450323,5
-22.971113,-18.010311,6
15.441693,-14.558135,3
-25.089941,29.052124,3
-12.117542,20.256592,7
29.854277,4.996933,5
-6.782653,11.110678,3
-19.333889,21.722239,6
18.961498,-25.387663,5
48.798534,6.80828,8
26.449863,1.7663506,1
33.197056,10.305339,7
-7.9616604,23.528994,7
45.44618,6.0364184,8
-47.974888,-4.541213,5
35.770473,29.86469,7
3.255393,-3.5390198,7
-39.467484,20.988237,6
13.61823,8.536458,1
-41.885307,-17.407816,3
41.67308,-15.86157,6
-18.341583,22.313543,2
-42.920635,22.526798,7
-34.165817,-11.466281,1
-37.6227,-2.645833,4
-17.356985,-0.32004663,7
-26.395702,-19.92682,1
-25.370203,32.340885,3
-18.466343,-27.440117,3
46.656902,18.467691,3
22.271177,19.774158,1
23.435776,24.90612,5
-51.08089,-17.768126,2
-13.517913,12.876192,2
17.943579,-22.708658,2
-41.919415,11.51003,8
18.54599,-10.146397,1
-4.5730386,10.317425,7
-2.8969252,20.752272,4
-56.359455,-6.0073614,7
-6.8664823,23.234428,3
-6.4671464,23.382576,8
39.548676,-19.454784,7
29.528118,-5.6462927,7
30.319775,25.750256,4
19.943323,2.195601,6
-32.952423,-24.735415,4
42.585365,-17.712782,7
-47.500187,-14.71324,2
13.30996,-5.2491016,7
20.862923,-35.105022,1
41.090717,25.641634,1
-41.570137,-21.936106,2
8.677863,-12.913257,4
11.693127,-10.99703,3
-26.875158,13.7353945,8
-24.9016,3.5246692,2
25.517397,34.844227,3
56.240227,-6.8104134,6
-51.421055,8.617958,6
-13.4974375,-27.445816,5
-39.130783,-5.6636376,8
22.275856,19.882145,4
-46.660015,-13.883962,3
25.167397,-29.197641,5
14.2964945,-4.438607,1
31.644186,-19.763931,2
51.34173,-9.882488,7
-50.443672,10.144881,5
13.2824,27.868788,1
-8.444632,26.494612,4
-34.271915,15.467283,8
2.9462998,0.85462445,3
-53.478165,-8.95671,2
40.136093,30.655357,6
-41.592083,-12.660613,6
6.641037,-4.055616,1
12.012133,-9.320872,4
-33.789673,5.2866235,7
2.8630655,23.762487,5
45.420654,-2.9627647,2
39.134026,-17.030834,5
40.71876,-15.780182,3
-22.441175,28.288128,6
39.270664,5.7033277,8
37.929974,28.833132,1
-41.147,25.536087,2
31.970184,-20.114489,4
-43.445198,-0.062125888,1
-26.199667,30.422297,4
9.501623,-13.436482,1
-32.419357,-9.93099,6
-18.973394,31.975613,4
30.393373,-5.0140934,5
-0.63150746,1.0771765,1
-4.32006,-6.5149126,7
-22.239197,-24.553133,1
-34.682976,-24.428968,6
44.03387,5.801017,3
20.879091,-3.0507338,3
42.79066,9.9191675,8
11.267012,-35.807358,3
55.15913,-3.9638848,8
41.332104,25.948618,3
8.248151,-7.1576595,7
-44.888935,20.971718,4
34.47089,26.319157,1
-45.615845,-13.53561,6
-15.69175,4.9730687,4
4.2689514,0.7776925,7
30.289404,19.648844,8
36.793026,-13.033586,2
13.069359,17.100813,7
6.421581,-16.407375,7
1.1517226,-28.146835,8
-42.45893,-20.827906,8
51.848953,1.5262951,6
-41.577847,-17.697603,5
-23.694593,-1.869957,4
-25.579962,29.595524,8
44.10621,11.686109,6
46.90568,-2.3587234,1
-9.094203,-10.047545,5
0.21243183,19.672758,3
-45.737564,-3.2907555,7
-37.167233,-24.79411,5
15.562254,15.760991,2
41.345757,-15.136466,4
17.197784,12.452576,8
-27.839586,28.89134,6
-12.822994,-26.911707,7
56.159725,-4.0067368,2
10.910504,18.98884,3
43.333515,3.4629467,2
35.76904,20.753044,3
18.77477,1.9960877,7
-34.11339,-15.820683,7
-3.903281,-33.587112,1
32.896263,33.002483,1
-36.16545,29.424973,6
-24.943365,-18.506834,2
32.101208,-6.695162,1
-0.014087897,0.27247062,8
-12.533268,21.405699,8
13.966595,7.925643,7
3.1033294,21.79879,7
-6.487897,-9.169108,4
-8.0141735,26.785364,8
11.383615,18.206959,8
35.15493,19.079851,2
-0.10529773,20.49239,7
-6.8015404,-18.8539,1
2.112481,0.60892916,8
26.902483,-0.18192929,5
29.324106,18.94687,8
27.565447,-16.355276,8
54.24104,-0.68615377,2
11.694405,-16.95076,4
7.4864516,19.716246,5
-1.0942419,-32.81958,4
-22.463186,26.13398,6
32.273556,-22.3255,6
22.042242,-17.011106,8
-7.7541084,-8.520531,3
1.7354969,-29.481028,1
7.2124934,-8.765795,1
-14.928668,5.3031797,5
-20.85816,-11.372473,4
5.7178226,-14.650706,8
-49.68195,-17.151562,6
-28.523376,14.855541,1
31.364105,8.952999,6
22.676058,-12.5141735,3
-15.264817,2.1757257,3
32.491558,12.438601,7
-22.312489,31.809767,4
-32.353386,4.93634,6
-16.21472,-1.9325627,5
-46.863102,-6.137388,4
14.847537,8.4403715,8
-8.314674,-9.818751,1
-34.92458,-16.0434,7
-50.98248,-6.393136,2
-25.04864,27.806263,8
30.57899,-6.2716036,4
48.51525,14.007567,3
-31.143656,2.7504487,4
29.45755,6.105128,5
-10.936341,24.42398,1
25.861351,-13.38088,2
-47.168,-1.1805222,5
-15.488478,31.11042,3
-52.408325,-8.065961,7
13.619068,28.077644,1
-30.275686,21.683472,4
14.9088125,-24.888294,5
-50.071796,-8.090887,1
-35.064663,-23.630035,4
23.094246,-33.864452,5
-40.08721,13.075432,3
12.120164,-17.500063,5
-3.7763338,16.374992,3
-17.690931,-26.151297,5
6.530982,12.121656,6
-34.38239,16.426989,7
46.574375,-6.149472,5
10.6563835,17.684204,3
6.820204,-23.615376,7
-20.105045,-11.175889,5
-5.112672,11.436569,7
33.886883,16.240759,6
5.635096,-8.024649,2
-6.267068,-9.889541,4
-42.506256,-12.600442,3
39.38797,0.61419857,3
-17.609457,30.016413,8
-8.860676,-17.658846,6
17.778267,30.016987,4
19.844557,-14.380794,7
-35.02591,-11.525339,2
33.788403,26.29955,2
-15.8413925,30.015284,6
-43.420128,3.8895555,6
-39.047344,25.319954,3
19.970497,-36.269257,8
12.166522,0.32486022,7
-26.382097,8.716057,2
26.893236,19.642715,8
45.359306,-10.810596,8
40.991985,-3.7579741,3
-7.9003425,-20.045786,2
-21.4337,-5.505672,1
-47.781384,-22.32401,8
13.335471,15.227081,5
-5.807369,-6.2712955,5
19.692886,-4.51456,3
39.298363,-13.282914,3
-38.776108,-24.462387,3
-46.201664,-17.635822,3
46.3443,16.292578,2
48.31621,-8.337279,1
-37.1237,14.957456,2
-36.99041,-11.231781,4
-37.816513,2.1414123,4
7.382447,-9.757435,8
-24.375793,-5.9187346,4
12.079233,-30.485344,5
41.64964,4.496547,5
-53.32248,2.0273075,4
-13.557047,-1.0056723,8
42.036587,-15.430444,1
-45.832092,-23.487133,2
9.548203,0.8483225,4
50.24709,10.312246,2
40.970295,29.604425,5
17.57623,2.5757492,7
13.803259,22.336369,3
-36.00257,1.0438662,6
9.929293,-31.782415,5
15.389639,30.240505,3
-4.4135666,4.064636,6
40.48672,-17.2611,4
-11.075071,20.348825,2
-29.45294,11.681023,1
9.61917,-9.50064,1
-26.367273,-16.956785,2
-36.46904,16.191568,5
29.687416,27.225845,7
-47.859585,-16.145393,8
-25.28841,26.985764,7
54.643017,-2.851651,1
12.380954,25.87945,2
-53.957558,-3.6719577,8
25.611113,-32.421585,6
51.22199,7.9779124,3
25.815393,22.524256,8
-22.054165,33.148495,7
-31.746698,21.90047,8
-23.075209,31.575705,7
-13.784172,-3.5879588,4
-4.1765075,-27.757378,6
-37.84054,-16.627813,3
-41.10703,16.88178,3
-42.938236,-15.296842,2
48.64785,-11.348818,4
-50.680397,-4.8683457,6
21.05262,-34.68093,1
-49.77457,7.5659466,7
-44.883907,-1.4436182,8
4.552042,-2.2952113,6
41.69849,0.60324717,4
-20.859926,10.745441,3
-11.158402,-27.318844,8
-17.132599,0.7232141,3
39.243973,27.284061,4
-54.45871,-5.862716,5
-54.789215,-0.44079286,5
-3.8086364,10.527544,8
-34.70532,10.424021,2
-54.358864,-2.1924012,8
15.433224,24.364153,4
-25.952423,30.679518,8
44.978817,19.559973,4
-3.5196073,-8.094172,8
2.7042167,10.903964,6
-5.454292,-32.81929,1
-26.5885,2.2140307,6
27.664478,35.059383,7
-22.179073,31.803854,5
5.8489122,-34.581097,8
-24.86919,-22.044771,3
13.283963,7.767259,2
10.506264,-34.990795,8
6.555324,-32.81272,7
-29.508923,13.827225,5
47.72048,-2.3636186,2
-22.686071,9.965031,3
13.950411,-28.713394,7
-48.096,7.568108,1
25.909283,5.214942,2
4.663195,9.074385,8
-34.496403,14.877734,1
-19.668451,29.995443,8
29.689041,-10.402087,4
25.84675,-16.667614,3
40.79724,-6.3036904,4
-18.87543,23.344353,8
-12.908352,20.3551,6
8.399234,-32.781715,4
37.424427,14.721765,3
32.367004,-7.620084,4
-19.014017,0.88988054,6
6.0808215,-12.83933,1
13.3624,-30.706913,6
-40.927303,2.4975646,8
15.002452,-30.006655,6
19.399223,-37.054295,8
10.502343,-35.764786,5
47.67777,-1.4777911,7
-1.6913275,3.08895,1
-18.90493,31.741741,3
19.594995,-32.403748,6
48.09979,17.348324,4
24.560255,3.390291,8
53.98039,-4.787494,3
-30.103754,-8.184975,2
-3.8240376,-7.4450927,2
-22.590967,-23.956434,7
13.542106,21.541414,7
2.292018,-0.31778678,2
-16.034313,-7.6375437,4
-37.705143,-12.526395,6
-50.95771,-16.142582,2
36.40897,-1.741572,7
-36.23662,-24.696367,8
12.7123,-26.931887,2
-43.117504,23.341404,2
-22.192225,-5.4318423,6
6.6918488,7.6587176,7
-23.009905,-22.733614,2
-8.275451,-9.702885,6
9.338743,-5.5656385,5
-39.217518,-3.4500215,7
36.861176,20.87246,5
-48.819393,3.7381287,7
-15.675573,-4.39948,7
22.723446,0.64880365,4
-19.092693,-10.521783,2
-26.929434,-22.280931,8
-25.686584,-4.385853,1
12.111397,-25.997814,4
-1.4829533,4.8369064,3
8.500448,-25.312443,1
24.208706,34.001884,1
31.071182,30.38434,5
-50.04341,12.16758,8
7.935649,-12.903716,4
-41.874027,8.462874,4
-9.833706,-17.629974,1
-7.3446627,-19.910627,7
-51.200283,8.090263,6
-6.3238215,-23.649477,7
-29.9575,1.3771222,5
-4.810998,13.393305,2
12.5828085,24.26919,3
-21.87141,-8.134757,1
-43.257362,-11.180248,2
-2.8729553,-33.59656,1
-13.248301,5.5401998,8
25.651833,-20.15274,8
28.374557,34.49211,1
-25.477467,-16.905376,8
19.894464,4.046325,3
-12.809353,23.77699,8
-54.509266,-4.5242124,1
51.25194,-7.5129743,6
-31.038698,30.981575,6
23.016954,-20.377874,7
39.08613,22.671936,2
14.316013,11.877024,1
41.36743,9.310308,8
-33.13186,5.9255047,8
28.91463,0.6914169,5
-32.76824,13.515747,5
44.910828,10.550583,5
-30.578289,-10.380062,1
34.5222,-0.80027014,3
0.3760031,1.2088703,7
3.5157902,-13.26698,2
-13.033817,-23.08742,7
-6.598305,-22.427338,2
-4.4857016,1.4507226,7
46.883842,-0.3499182,1
-35.41146,7.870069,4
-43.10241,14.53249,8
6.461836,8.991599,3
-8.86802,21.841898,4
20.06974,-30.603054,1
-0.4849842,-24.240631,4
-27.319862,27.400734,1
46.480152,19.104008,3
-18.201952,24.087744,7
26.047012,-15.944886,6
-27.07756,1.1470083,6
27.701256,14.597064,1
27.676113,15.226226,7
-42.893692,-23.386078,1
21.077515,-3.199307,2
46.12354,2.0921185,1
-4.814581,1.2466089,1
21.950548,-30.10563,7
-36.83035,23.534586,7
-2.0838401,24.900524,8
44.82557,7.605888,4
-49.06,-17.873432,3
11.42737,-0.17224735,4
0.12798055,-27.762516,6
24.93392,-33.459618,1
-12.63451,-23.223713,1
14.022206,29.531328,8
-24.230022,-23.699688,8
-45.11325,-13.440415,3
21.841906,20.811966,5
8.129324,-1.5824296,4
21.142805,-22.41821,1
3.8262684,-34.79313,5
-8.745872,23.928608,5
-11.115916,25.71018,7
-36.624134,-24.418865,1
2.9894423,13.051517,5
34.525673,-13.619169,6
13.195711,-0.09170757,5
-19.312017,-22.647104,2
12.863496,29.161388,7
15.592781,-3.0554361,4
32.55732,5.994137,8
1.2938054,-25.766245,6
9.345367,0.05794201,8
31.494055,7.762222,7
6.217315,-3.1934638,8
3.3504112,9.81077,4
19.158049,27.487944,7
-27.077906,-15.268333,5
-43.566006,-19.235428,3
4.389162,12.960826,6
-32.16027,-22.730068,7
-18.987127,32.58821,1
10.200934,10.171362,2
-29.019453,16.129751,1
40.37759,8.699499,8
-53.385967,2.028954,4
-9.792773,21.167496,8
-37.471638,4.537101,7
6.2652636,-26.681992,5
35.61199,-0.5167731,4
49.726566,7.9972005,5
-27.08607,15.060669,6
-23.350914,10.579232,1
-34.34818,30.491392,3
-7.836167,-7.6211586,3
-39.92607,-14.960395,4
36.12971,-11.832834,4
-12.319757,-22.696991,4
6.531101,9.99662,3
-53.975044,0.01483275,4
28.135273,-16.917732,3
-19.841188,21.624987,2
-12.194682,-27.94568,8
44.327915,16.9697,2
3.4404933,-8.622281,4
-23.423676,-21.020884,4
24.876371,1.5494452,7
46.742657,3.873628,4
31.2906,33.562904,3
4.4687653,-34.058247,7
21.873926,-36.656055,3
-24.543552,31.465794,5
-46.31306,1.337692,3
-21.828129,-21.350311,2
36.74159,14.10235,7
4.763994,-0.13735741,2
-15.317421,-26.376072,4
41.590088,7.0327644,1
50.303585,-8.545913,7
-35.799824,12.800537,8
34.779877,15.87735,2
-12.885521,-6.8903155,1
33.604416,20.384325,6
30.066301,-8.113497,3
17.001173,-15.5012245,6
-4.0037007,11.900252,1
4.522489,10.560709,1
45.05851,7.8526287,4
24.376919,25.13319,4
15.367746,25.327776,1
-15.433328,28.912392,7
21.832605,-15.838943,5
2.2559268,-3.2116199,7
16.302853,13.110735,1
-36.325306,15.373017,8
3.5929277,10.667872,5
14.827925,11.431428,8
9.074933,-6.52228,5
