UMAP1,UMAP2,price_range
10.522615,7.4200096,1
5.9440455,7.421985,1
9.399881,7.4797244,0
4.1473308,2.7587185,1
-0.76923054,8.297773,3
3.5445442,3.7849677,2
3.6671352,6.7679753,2
8.56042,4.119887,0
4.1730056,6.8865275,2
0.15314005,5.8997607,3
7.2033744,5.633971,1
11.326555,5.8379974,0
11.309939,5.997893,0
7.4923615,3.3076057,0
8.682512,3.3747995,0
0.41773874,5.307269,3
8.740869,6.810018,0
-0.8215879,8.7009,3
0.69815266,4.3226175,2
3.8365407,6.730931,2
7.385052,7.1646137,1
9.610894,2.868447,0
0.6274255,8.045191,3
7.760044,4.79523,1
11.294542,5.596939,0
1.2329644,4.4128404,2
4.7172766,4.7316246,1
0.56830287,6.9502716,3
4.5024066,3.5081687,1
1.6458127,4.114643,2
3.3744612,7.098319,3
1.9235712,4.7263103,2
6.5583997,7.816571,2
6.3793855,7.139115,1
2.0862842,3.0197644,2
8.956739,4.343474,0
1.4836986,5.830243,2
-1.6769394,7.0484476,3
5.56488,5.76428,1
11.213095,3.5706563,0
11.14419,3.4851778,0
-1.2941649,4.100815,3
10.920747,6.3186793,0
10.588192,5.7561197,0
3.8937743,2.8571813,2
6.1250954,4.286075,1
-1.135008,6.959725,3
6.4095287,8.03882,1
7.3438754,6.1995845,1
2.388508,4.637805,1
-0.29254267,6.1130557,3
7.131726,5.638918,1
8.505996,6.3119116,0
8.07014,3.5672312,0
9.228199,7.340421,0
-2.3405402,5.084773,3
4.1367984,2.7719743,1
-2.1204395,6.0398564,3
10.902336,5.5596995,0
2.9438248,5.203214,2
1.4806852,2.6863058,3
7.268355,6.145686,1
5.695308,6.6940923,1
6.0377593,4.368666,1
1.0311327,3.2796137,3
3.1436849,4.0066423,2
1.1983467,3.1795874,3
3.9780738,4.54672,1
8.832272,5.2267423,0
-2.193181,6.0371647,3
1.6349171,3.1466286,2
-0.056696847,6.112473,3
0.08627781,6.2740207,3
0.7208108,5.4599657,3
5.9350543,7.1934204,1
1.6095511,4.3904157,2
-1.4147923,5.93725,3
5.904192,4.670915,1
6.640574,4.8562107,2
1.3351153,7.470234,3
7.771833,7.880771,1
5.7474303,7.0113235,1
-0.09055862,4.931517,3
6.016365,6.8268175,1
5.909816,8.02241,2
6.4472737,6.9220424,1
7.8748083,4.6204014,1
9.549095,6.9844975,0
8.078176,8.709403,2
0.17032881,7.1915693,3
1.8285006,4.694854,2
-0.8755376,4.06024,2
3.4907658,4.8852377,1
10.396084,3.184241,0
9.680167,6.116403,0
5.3485703,2.8671634,0
2.058985,5.3913407,2
0.69089025,7.026578,3
6.246934,6.8284345,1
-2.0560653,4.9875846,3
0.08546093,4.860085,2
9.569671,5.397942,0
4.868522,4.407576,1
1.4114041,4.5453773,2
10.5471325,5.5847354,0
4.906775,3.5201304,1
6.3014026,6.6588516,1
9.912086,4.135071,0
5.4279118,3.5410304,1
2.190782,4.535177,1
7.8167906,3.3489625,0
10.764973,4.69795,0
8.8731365,8.220604,1
-0.05415105,6.0233536,3
8.55816,5.4212317,1
-0.44124573,6.206549,3
2.7947376,6.4670815,2
7.633805,4.984038,1
3.327591,7.1093755,2
9.414855,6.857426,0
5.454327,6.1668043,1
2.0242374,7.9445186,3
4.3927417,3.73142,1
7.2065487,5.4197655,1
7.7742853,8.5656395,1
0.36933714,5.688459,3
-0.022998119,5.0914555,3
-0.8521216,7.180932,3
7.573461,5.66673,1
-1.0019379,9.06859,3
0.23897454,6.8509836,3
-0.7627967,5.129639,3
-0.727171,8.65928,3
6.5956,3.0923395,0
8.206342,8.524077,1
11.743635,5.0522966,0
1.0359839,7.324853,3
3.259985,3.3383434,2
-1.8127545,5.716434,3
2.979225,4.5002704,2
8.133248,8.643654,2
7.9130197,3.2829108,0
10.902063,3.635883,0
4.7902966,5.5401397,1
2.913477,3.6249554,2
11.012033,3.3698838,0
5.75623,6.585704,1
1.5675476,8.652554,3
2.7783747,3.7036617,2
-2.2785954,5.789698,3
11.023657,6.11028,0
10.485963,3.6592207,0
9.662147,7.00965,0
3.9409037,3.3893113,2
2.6564562,7.9041915,2
8.678301,4.2205606,0
9.8603735,7.4066916,0
7.810183,5.8096876,0
9.475872,6.7168403,0
7.1969895,4.7521343,1
-0.9758635,9.02481,3
1.4639083,6.2698755,2
3.141675,7.2761617,2
-1.9265745,6.585218,3
9.33454,7.9067116,1
7.684204,8.562186,2
9.746411,6.2725635,0
3.422066,3.1178901,2
2.909114,2.5160081,2
-0.9012181,6.7064614,3
0.73367053,6.916827,3
5.90857,4.591965,1
8.073641,6.8113236,1
-1.3187652,7.80377,3
3.0174675,4.514587,2
1.684736,2.8777537,3
8.415711,2.9757369,0
6.6297507,4.783714,2
4.520717,5.3693886,1
2.8347983,2.8852391,2
4.1656575,6.570401,2
11.316126,5.692582,0
7.992728,3.92831,0
4.2311,7.753978,2
1.9581201,2.597115,2
0.08207884,8.336073,3
0.38307664,5.842648,2
3.2311175,7.025806,2
8.981757,6.6690817,0
11.386866,6.2172217,0
8.415918,6.1176286,0
10.063678,3.5165703,0
11.502456,4.612139,0
5.760991,3.3208218,1
8.698236,3.4700818,1
7.8965373,7.2921863,1
11.455067,5.9857974,0
4.5336766,3.3868783,1
-0.16400981,6.045267,3
-0.0412925,4.9885583,3
2.0950105,7.9656415,2
-1.2979192,5.620603,3
11.62372,4.715618,0
2.211552,6.5975657,2
5.830136,7.00143,1
3.8835566,5.3975053,1
10.012785,7.223871,0
1.1243627,3.174755,3
4.1734414,4.7964907,1
-1.4596009,7.638074,3
-0.48986953,5.0501127,3
3.584952,4.926804,1
1.2137169,4.457975,2
7.501735,5.185259,1
-0.57852113,5.437243,3
7.229426,5.905872,1
1.6247873,7.0528736,2
11.554751,4.7616067,0
1.8972455,6.604123,2
2.929118,5.323313,2
-1.0219464,5.419812,3
8.4230175,5.846305,0
8.281789,8.5905905,2
-0.95376366,7.7726808,3
10.103119,5.1172175,0
-1.0647724,4.0455856,2
8.237213,5.365698,1
9.4177885,2.903846,0
10.039936,5.7970896,0
10.64195,5.479886,0
0.31036752,4.7530165,2
8.606415,5.432015,1
0.8678396,4.278876,2
9.037041,5.313819,0
1.6420349,8.763138,3
0.66779476,7.146417,3
5.543272,3.4561496,1
10.163465,7.3948145,0
6.9209166,7.8953114,1
-0.9327655,8.022118,3
10.477812,5.5275645,0
3.5566664,3.0727234,1
1.117066,3.3759513,3
3.4793487,7.0034857,3
-0.5897676,4.6342106,3
-0.9981018,5.6550493,2
0.2465687,7.1492205,3
3.2576983,3.9086387,2
2.9790556,6.922843,3
8.461331,4.1280947,0
9.3747015,6.6729727,0
0.50345266,6.4214177,3
8.584155,5.412371,1
10.8705,6.556537,0
6.002662,6.4403896,1
9.383209,7.174441,0
2.9973202,3.5271428,2
0.13897026,5.435825,2
-2.1982207,5.8598943,3
8.176809,3.4445827,0
4.982568,2.8983247,1
8.181344,5.2562094,1
6.7001925,8.003965,1
-1.7115786,4.7086844,3
5.138465,2.3973866,1
0.5714361,4.451488,2
8.819062,6.717982,0
6.947097,4.761906,1
-1.5238132,5.740438,3
-2.168442,5.0706344,3
7.7786784,3.3057113,0
7.7793465,5.813169,1
-0.19837901,4.98168,3
1.8169293,6.7316923,2
11.098996,6.016181,1
8.996751,6.251462,0
1.3699294,6.1139812,3
1.8805228,2.9787517,3
0.6073731,8.121205,3
-0.6216247,4.402524,2
2.243164,6.668542,2
5.899849,6.7825665,1
10.68002,3.257169,0
-2.2245822,5.950867,3
-0.24559544,4.69812,2
7.1881886,3.3959,1
10.553703,3.778971,0
1.5587983,4.5787225,2
5.2168994,2.7938216,1
0.35586232,6.5738473,3
3.643631,4.447774,2
8.267726,5.50759,1
0.0036462764,6.935343,3
-0.67289317,7.608955,3
5.0042267,5.1205845,1
4.0255647,3.7647312,1
10.494286,5.889833,0
-2.322065,5.574523,3
10.120614,3.0742147,0
5.074329,8.0601845,2
0.3455939,5.845549,3
8.928678,5.082068,0
3.8410888,7.650562,3
10.279554,3.138358,0
10.296413,3.3963082,0
3.405646,2.7952251,2
3.5789428,4.9825892,1
9.401154,6.738336,0
3.376498,5.202701,1
10.346327,3.1056952,0
4.7819366,4.4160156,1
1.3630911,8.406795,3
9.089479,8.268401,1
-0.1368619,4.817787,3
2.8156965,3.8175821,2
9.367896,4.419875,0
-1.4039555,4.2491417,3
7.1743603,4.830197,1
4.365697,6.7172074,2
3.284249,2.7648742,2
8.234842,7.9831734,1
0.12947658,5.284537,2
11.213601,4.4283104,0
8.830937,4.3861475,0
-1.6561295,7.134718,3
1.6954582,2.7437265,3
7.586157,5.4014473,1
3.257712,6.395337,3
-2.2889476,5.6497035,3
-0.39873058,8.26285,3
-1.8916173,4.9641485,3
-1.3288798,7.728869,3
4.708317,4.4876795,1
1.9037349,8.787549,3
8.107798,5.732382,1
8.2746105,8.039394,1
2.2203972,6.083359,2
3.3502064,4.756867,2
10.216359,3.214658,0
-1.6276648,4.4427147,3
11.517675,4.672815,0
4.131301,6.7317543,2
3.9813733,6.9631867,2
1.1752459,4.294097,2
8.141295,3.541309,0
-1.8896346,5.526145,3
-0.6541861,4.7674594,3
3.5337753,2.3862302,2
3.189852,6.4447794,3
0.9500011,7.369234,3
7.1631956,3.415785,1
-1.3805214,6.094112,3
-0.6801027,8.265326,3
8.739608,4.317816,0
6.6632037,6.547123,1
0.7630087,4.419479,2
8.38276,5.208757,1
-1.1971987,6.9546394,3
2.040956,6.085917,2
6.1657844,6.3537965,1
2.0233326,4.9323063,2
7.3951974,6.2192063,1
4.3454943,5.445104,1
1.6447357,2.620036,2
10.947609,4.853308,0
1.2822573,3.36365,2
-0.97482216,9.023046,3
7.906594,5.9772525,1
9.406022,7.015039,0
3.0831504,5.30215,2
2.9325256,2.998104,2
-1.7699531,5.540164,3
-1.1669011,4.05271,2
7.879508,6.5890827,1
7.6671257,4.588632,1
3.4216611,2.6623657,2
10.7507,4.083436,0
8.029437,6.772695,1
6.8248773,7.5223145,1
1.2210228,6.065696,2
5.0274677,2.3430698,1
7.516078,3.384521,0
5.1445556,2.853965,1
4.2084436,2.8585773,1
3.440109,3.8177278,2
-0.18778324,6.06665,3
8.965163,6.416345,0
-0.3132011,4.4027967,2
10.231919,3.9788208,0
3.8205194,7.398351,3
10.964845,6.4031157,0
3.1475332,7.7966375,2
9.144494,4.363463,0
-1.3670222,6.3510947,3
-1.8641803,4.730451,3
-0.7355865,8.6871805,3
2.0337484,7.946645,2
3.9698372,3.3305316,2
11.266597,4.7140613,0
2.233903,6.6717196,2
-0.45534822,7.701391,3
-1.7561074,7.1043253,3
0.68279785,6.929417,3
-1.5536168,7.4343657,3
0.04172568,7.06063,3
3.0909607,4.5299244,2
5.2219577,5.682144,1
10.945186,3.3186874,0
4.592533,6.988982,2
9.216584,5.3885126,0
3.9545515,6.9279313,2
3.0987513,6.7807217,3
11.189963,4.4336762,0
10.556871,5.9074063,0
5.935422,4.5632133,1
2.1491373,4.528185,1
-0.6484004,8.166747,3
3.3494687,2.4764352,2
0.82011354,4.2941756,2
10.659069,3.145206,0
0.7015061,5.250823,2
0.029866057,6.5424166,3
-2.2519388,5.0130835,3
8.063406,3.9553025,0
2.3111677,4.577933,1
7.9104357,8.6042185,1
5.9404645,7.940262,2
0.08307299,5.860462,3
5.983194,6.4591875,1
6.875498,7.607237,1
2.583643,3.3493888,2
-1.6645542,6.5959725,3
1.2760996,6.0114064,3
0.039679136,6.085927,3
5.262417,8.076926,2
-1.170185,6.7520943,3
10.963365,4.8404574,0
-0.7687868,7.8887196,3
4.845578,5.269102,1
9.771427,7.2597885,0
3.3186464,6.3584237,2
10.312161,3.4492154,0
-0.37968314,4.7148724,3
6.674341,7.6950483,1
10.26883,7.3131747,0
9.016906,4.0815783,0
9.835154,5.242278,0
7.4040027,5.828578,1
8.036505,3.5997458,0
8.330139,8.54295,1
7.1589103,2.965543,0
-1.3757496,7.7981296,3
1.8365376,6.427243,2
1.3322687,7.377253,3
11.20131,3.6748838,0
5.848865,7.3033442,1
2.5130944,3.7905843,2
9.358307,5.9208937,0
2.1754832,5.6968503,2
5.563126,6.4169254,1
5.474692,7.078799,1
11.443554,4.696145,0
5.17097,8.019894,2
5.1553802,7.9980235,2
-0.35496706,4.3256736,2
2.8784964,6.672818,3
0.6020847,8.026632,3
1.9353181,6.026349,2
8.729675,2.967628,0
-0.67358416,4.552364,3
10.930124,3.5162685,0
3.258898,5.194104,1
1.5567834,2.6643848,3
-0.96905833,9.033571,3
10.145729,3.1612356,0
3.893248,5.449314,1
3.5677361,4.829822,1
7.7453566,6.570132,1
6.140695,7.454577,2
2.0217915,8.7034445,3
-2.2756548,4.9755034,3
11.085445,6.5433517,0
5.7634573,3.284239,0
9.715872,5.35765,0
1.8613266,6.4543266,2
10.88896,3.6437023,0
1.0092219,3.3075757,3
3.1065283,5.261391,2
-0.24794318,4.2314844,2
-1.8189236,4.658178,3
10.893607,6.340767,0
2.8507721,7.819093,2
4.5488844,8.00219,2
9.0936775,6.8400683,0
4.797721,5.57398,2
11.662917,4.4760585,0
-0.70831585,8.664054,3
10.402149,3.9897153,0
4.371857,5.2468457,1
3.5460267,4.9632797,1
9.128489,5.7561193,0
4.5776596,7.329909,2
-1.5338387,5.654827,3
-0.3407156,4.543199,3
-0.3639069,4.6508017,3
7.593742,8.504549,1
-0.8470754,6.745732,3
-0.99459815,8.250308,3
10.496897,7.3818583,0
-0.612384,4.120126,2
10.533355,5.527172,0
8.289934,8.580963,1
3.7452884,5.4893274,1
9.050312,4.353211,0
7.855106,7.930108,1
2.8041425,6.748177,3
5.345807,5.7053685,1
3.5699182,6.162445,2
7.7402034,3.3054228,0
9.069416,2.868973,0
-1.2359238,6.620347,3
3.0961168,4.4738927,2
-1.0323604,7.3689995,3
2.8987947,2.5134118,2
-2.4162943,5.289958,3
-0.998073,9.061544,3
4.155891,4.8630414,1
10.546738,6.7472076,0
-0.5997199,7.7566404,3
10.750441,3.7053015,0
7.252844,6.1670856,1
4.606559,5.5734067,2
0.60730964,7.2855167,3
0.106079735,5.145031,2
3.380955,7.2540665,3
4.766026,4.349296,1
4.133116,2.798238,1
10.238133,3.3554187,0
-2.244806,5.970021,3
10.181942,3.5687442,0
7.9201694,5.0305867,1
8.047355,8.617592,1
-1.167912,7.471229,3
-1.8047026,5.7354517,3
6.76384,4.674875,2
5.008693,6.6496587,1
10.709086,4.929215,0
9.364853,2.8133488,0
-0.42268893,7.757153,3
-0.29317513,4.737584,3
-0.54685307,7.600227,3
8.474868,8.312257,1
5.6114435,3.3315382,1
-2.4068213,5.0761733,3
3.5810416,7.1602345,3
-1.5415894,6.3911605,3
0.15195912,7.2148137,3
2.0286045,6.106588,2
9.174915,3.8780599,0
5.0556326,2.337223,1
-0.0368002,8.4076,3
10.721331,7.3773227,1
8.186207,3.8577538,0
0.6451826,5.4658265,3
5.3059387,5.658915,1
5.9099607,7.920519,2
3.3232155,6.3370247,2
4.534804,7.503327,2
6.4653425,4.686974,2
4.3453016,7.9528775,3
3.5303628,7.5195146,3
0.21904849,7.024088,3
5.0214663,6.818324,1
6.0012097,4.5049176,1
4.9230576,5.6055946,1
1.3825184,5.7498713,2
0.70648944,7.234792,3
1.0500349,4.3382206,2
-2.2984421,5.696675,3
4.5446715,3.771322,1
3.9488513,7.632446,3
4.0592847,2.5327244,1
7.393712,8.465135,1
-1.1878064,4.0537624,2
2.2347593,3.9293816,2
6.587491,4.7557526,2
4.1661825,2.7391508,1
4.193354,4.7469354,1
7.165114,6.1226707,1
8.055109,4.4582334,0
4.761656,4.4839363,1
11.127917,3.4409978,0
8.2147875,6.7815285,0
-0.06270821,6.1667457,3
2.0302868,4.8903823,2
7.1852946,6.281883,1
0.34478846,5.937167,3
8.106181,8.650051,2
8.863142,5.8126316,1
7.4239945,5.305645,1
10.831697,4.6870065,0
3.2605104,6.3909063,3
6.6491437,4.669981,1
9.334179,3.8582618,0
11.33681,4.6077757,0
7.7415504,8.538801,1
0.9480292,5.3244815,3
-1.4980389,7.4482293,3
8.898998,5.119812,0
0.03070122,5.9422193,3
5.274357,7.9692106,2
1.3384095,4.53843,2
10.799159,5.48743,0
7.298154,7.815176,2
11.5435095,4.5322714,0
2.7635088,7.813656,2
8.57344,7.560353,1
2.822856,3.7693574,2
11.215914,4.405204,0
9.161944,2.8893726,0
1.4202219,2.879789,3
9.745584,6.256708,0
4.5697618,3.6912756,1
5.834009,6.724738,1
6.977744,3.027126,0
3.9487689,6.572049,2
9.134676,7.008839,0
-1.6614108,5.7021775,3
3.5570188,7.6003184,3
3.6051488,3.5903897,2
7.9250216,4.5448875,1
5.6100817,6.4725776,1
0.40569687,6.697763,3
4.3465104,4.7391963,1
6.3870745,4.6723604,2
10.451296,3.974986,0
-1.1105602,6.0445294,3
7.660716,7.6934443,1
6.1131287,4.3743443,1
2.375047,7.9978366,2
1.7593119,4.615208,2
9.304171,4.0520988,0
-0.6358015,7.7907076,3
7.1876097,7.649498,2
10.573784,5.869148,0
10.162986,7.469495,0
1.5765212,2.648584,2
3.7355762,5.790139,2
7.590812,6.421265,1
1.2557615,7.0328107,2
-0.8882501,4.9441605,3
-1.1112036,5.556222,3
6.1019373,4.2274723,1
7.7129884,4.87883,1
10.451012,3.2924829,0
3.2125788,6.991229,3
3.5089257,4.1130056,2
3.0450327,4.501707,2
0.027047819,4.9682417,3
9.707217,2.8600755,0
10.720378,3.4148817,0
-1.3690597,7.692673,3
-1.7559042,4.817051,3
9.407937,6.902284,0
9.686417,4.0981274,0
9.904857,5.6705685,0
4.035089,4.888805,2
8.254285,4.71475,1
3.1005692,2.9871686,2
-1.2264956,6.781928,3
11.439429,5.653241,1
6.9972696,5.5343976,1
-0.4602951,4.6515503,2
10.437393,3.1044595,0
3.920134,5.8422875,2
-1.9756827,6.741987,3
-0.7674736,8.674373,3
2.1687014,6.1905026,2
3.0011058,7.351811,2
9.617861,5.4587264,0
3.2153063,2.73847,2
2.7335908,7.9819717,2
5.675053,6.001683,1
-0.39024043,4.4627886,2
5.757117,7.9521666,2
8.666144,6.4188924,0
4.010518,4.6335416,1
8.566195,6.0390544,0
9.332905,6.9586496,0
0.6295957,8.0670395,3
11.003963,3.4520042,0
7.726877,8.433099,1
-2.3294263,5.564168,3
4.0551105,6.1887155,1
11.715568,4.8865604,0
1.0780257,3.222881,3
-2.028696,6.6301584,3
0.8411821,7.081593,3
8.145466,8.617194,2
8.843397,7.6110287,0
8.114123,8.672014,2
7.224981,5.4121084,1
4.692759,2.9986978,1
10.34034,4.0022993,0
9.626368,6.8697143,0
10.527379,3.640032,0
-1.5362585,4.58908,3
11.314382,4.838712,0
1.518273,2.742957,3
11.08012,6.416105,0
10.670904,5.3988414,0
4.5577655,5.3210807,1
-1.3449312,6.0853114,3
7.881639,6.9619083,1
5.0003524,3.4711766,1
7.446173,5.7102413,1
-0.9181261,8.469715,3
11.598202,4.711573,0
11.678579,5.4100714,0
5.417914,6.4837666,1
9.545223,6.4196296,0
11.781788,5.1325765,0
2.298166,7.001479,2
8.2494,8.622211,1
-1.2305349,7.8501983,3
3.6329248,6.1267786,2
4.685573,7.0122576,2
5.1949553,2.5590703,1
8.356675,5.406487,1
1.8361491,8.777816,3
8.113103,8.621146,2
3.543287,2.4028924,2
7.9170794,3.3675716,0
3.3661354,6.3220277,2
2.936435,2.5984378,2
3.4941485,2.5923426,2
8.526029,6.737536,0
-1.7662958,5.605605,3
8.17144,6.7775164,1
3.157172,3.6833305,2
10.977462,6.5154843,0
1.110805,6.0808907,3
4.2239738,6.9632134,2
9.207343,6.8848658,0
7.714461,7.867963,1
0.778196,5.4157376,2
1.2627966,4.414115,2
-0.69325274,5.235805,3
6.792993,7.6885443,1
5.9287634,7.9100523,1
3.4148574,2.5320687,2
0.03346378,6.532798,3
0.49896425,5.636702,3
7.7245045,5.673397,1
5.041924,5.513563,1
2.963587,2.95486,2
10.38921,5.750682,0
2.7315655,3.2684326,2
1.6138549,2.6627216,2
2.8979762,2.5311644,2
-1.844185,5.7561727,3
5.471596,5.8793736,1
7.8062267,7.938009,1
1.7605726,3.0227387,2
-1.3931966,7.779296,3
1.309798,6.0907936,2
-2.249889,5.144189,3
8.865869,4.3767095,0
3.609118,6.2385235,2
7.691255,3.279086,0
3.2216578,7.1979814,2
4.870619,5.544975,1
7.315014,4.761082,1
9.727671,3.9336731,0
11.184973,3.5828238,0
1.1296831,3.5116246,3
9.324279,2.8170118,0
3.0947042,3.5835125,2
10.308464,7.275344,0
7.8054657,4.80529,1
4.028391,6.72208,2
7.7769184,3.3219874,0
6.6569624,4.688972,1
4.0808296,4.999485,1
9.96928,5.036994,0
0.09836335,7.3179445,3
11.039479,5.919988,1
7.0655947,5.185107,1
1.1691704,5.73807,2
7.9619393,4.528689,0
8.120159,3.417053,0
8.549558,4.9557576,0
3.352061,3.9229505,2
5.188559,6.2927732,1
3.5369847,3.5044284,2
2.0441148,8.505012,3
0.49532813,8.326467,3
10.555872,6.715628,0
3.9703503,5.358584,1
9.975983,5.7381935,0
6.224595,4.3844047,1
6.003232,4.2769313,1
11.105498,6.4187336,0
5.2503457,3.7243984,1
8.927819,5.392023,1
5.8378963,6.5468073,1
4.0642443,6.295743,2
7.882288,4.5140996,1
10.547249,4.163011,0
4.943394,2.3491788,1
6.64659,5.8744664,1
1.5236905,4.274048,2
1.7370722,8.771775,3
8.358338,5.987078,0
1.9346015,6.276265,2
5.8422866,8.14912,2
11.736728,4.809311,0
-2.0071473,4.896155,3
9.0483055,8.383745,1
1.7526139,4.084747,2
-1.0259429,8.081542,3
3.0644176,6.529767,3
-0.7764027,7.4489527,3
9.0746,5.8346543,0
-0.7742162,6.600798,3
9.056669,6.6495185,0
-1.1244549,7.187318,3
8.883491,4.3138566,0
1.36747,5.647649,3
5.226984,5.6830635,1
4.9364305,4.4972425,1
6.1019444,3.4891994,1
5.3303494,3.8473701,1
5.679868,5.7186112,0
-1.9746333,5.944529,3
9.50476,6.1904006,0
9.690711,6.1397123,0
4.0641465,6.925218,2
5.3689227,7.9942713,2
1.8395754,3.297815,2
4.6633162,3.3896346,1
8.245953,7.9498982,1
-1.3006654,7.9318304,3
6.826601,7.278771,1
1.2390827,4.3851504,2
8.516773,5.3506665,1
0.73523813,6.881619,3
0.8293284,6.9091816,3
10.123998,3.0814826,0
3.0832298,4.439124,2
-1.4064881,6.0440707,3
5.7507315,5.6575823,0
1.764868,3.2454646,2
9.617054,7.695697,0
5.072183,7.598969,2
-1.1983025,6.88668,3
10.991403,3.2987158,0
3.9303799,5.7791877,1
4.044159,2.7977424,1
1.0913358,3.1687274,3
6.1011534,3.5031457,1
2.8986323,7.835149,2
7.808168,3.259795,0
10.661266,3.7775865,0
1.989138,6.651474,2
3.9256594,5.454318,1
2.1252131,3.8536954,2
3.782142,2.3559952,2
5.4065204,8.120413,2
4.9029784,7.8270125,2
9.318005,2.7835708,0
4.6403832,6.970254,2
0.20291997,5.3452983,2
3.4504857,5.665549,2
7.2206454,3.3608725,0
2.825806,7.9200106,2
3.0568006,5.2101555,2
-0.28356385,6.0888414,3
4.1413116,3.0139332,1
3.763753,5.7171516,1
-0.03368771,5.9408197,3
4.4238563,5.4331336,1
4.4508014,6.9260015,2
2.2024665,7.842361,3
9.101516,5.7401266,0
10.19097,3.7205071,0
4.4944406,6.842886,2
8.523279,3.1993494,0
7.8773026,7.9590106,1
3.5052161,6.7668056,3
8.390203,6.974072,1
-0.69556385,7.378038,3
11.452391,5.692447,0
5.577259,7.944491,2
9.926547,5.819977,0
3.9853392,3.3834603,2
1.3959657,5.6079526,3
-1.896925,6.721009,3
7.7664313,6.67226,1
8.199199,6.6835365,1
10.631609,7.3606634,0
6.621613,4.774574,2
10.12636,3.8499916,0
0.24842846,5.370213,3
6.065536,3.58937,1
4.034991,6.8934674,2
11.619996,5.392021,0
0.8779457,4.307024,2
6.9611435,7.454967,1
5.027046,3.5149453,1
-0.9292911,7.637921,3
4.5637183,4.850434,2
7.8635793,3.4143848,0
1.382771,6.1087923,3
-1.4301704,6.389767,3
-0.119835235,8.125703,3
3.699298,2.4033844,2
1.3342203,2.7584138,3
8.223655,8.672907,2
10.779009,5.5874023,0
7.5540476,3.3828719,0
0.031511243,6.3678813,3
4.562327,5.5116115,1
6.3159122,3.2501578,1
-0.9513345,6.989484,3
-1.854768,4.9394217,3
9.407226,6.6416883,0
0.28556406,6.590355,3
7.1252527,4.9613857,1
0.19161122,7.092732,3
0.74807996,5.572887,3
2.0309596,4.513575,1
5.508876,6.392256,1
4.4363256,6.965001,2
-1.2302094,6.9136896,3
1.1682861,7.408713,3
2.4969897,7.4242496,2
6.817138,7.460919,1
2.4303606,4.663622,2
5.045344,5.369401,1
-0.43972299,7.6668506,3
9.350892,6.9064713,0
4.4442964,6.9128356,2
3.0205724,6.490869,3
4.2042727,4.8832726,1
